ISIN,MarketSegment,UnderlyingSymbol,UnderlyingISIN,Currency,SecurityType,MaturityDate,StrikePrice,PutOrCall,MLEG,ContractGenerationNumber,SecurityID,Date,Time,StartPrice,MaxPrice,MinPrice,EndPrice,NumberOfContracts,NumberOfTrades
"DE000C01YSF0","FGBS",,,"EUR",FUT,20180308,,,,,2468262,2018-02-01,07:48,111.805,111.805,111.805,111.805,2,2
"DE000C01YSG8","FGBX",,,"EUR",FUT,20180308,,,,,2468263,2018-02-01,07:48,161.12,161.14,161.06,161.1,145,41
"DE000C01YSJ2","FOAT",,,"EUR",FUT,20180308,,,,,2468265,2018-02-01,07:48,152.73,152.75,152.72,152.73,421,55
"DE000C02MHQ3","FDAX","DAX","DE0008469008","EUR",FUT,20180316,,,,,2479916,2018-02-01,07:48,13252,13253.5,13251.5,13252,38,22
"DE000C02MHS9","FDXM","DAX","DE0008469008","EUR",FUT,20180316,,,,,2479918,2018-02-01,07:48,13252,13252,13252,13252,8,5
"DE000C02MHV3","FESB","SX7E","EU0009658426","EUR",FUT,20180316,,,,,2479921,2018-02-01,07:48,142.3,142.3,142.3,142.3,178,10
"DE000C02MJV9","FSMI","SMI","CH0009980894","CHF",FUT,20180316,,,,,2479954,2018-02-01,07:48,9285,9285,9284,9284,3,2
"DE000C02MKS3","FXXP","SXXP","EU0009658202","EUR",FUT,20180316,,,,,2479984,2018-02-01,07:48,395.5,395.6,395.5,395.6,11,7
"DE000C08RDW6","OGBL","FGBL","DE0009652644","EUR",OPT,20180223,158,Call,,1,2629956,2018-02-01,07:48,1.03,1.03,1.03,1.03,65,1
"DE000C08RE05","OGBL","FGBL","DE0009652644","EUR",OPT,20180223,159,Call,,1,2629960,2018-02-01,07:48,0.49,0.49,0.49,0.49,31,2
"DE000C1A15Z1","FDXM","DAX","DE0008469008","EUR",FUT,20180615,,,,,2657559,2018-02-01,07:48,13273,13273,13273,13273,1,1
"DE000C1LCV64","OGBL","FGBL","DE0009652644","EUR",OPT,20180323,158,Call,,1,2886892,2018-02-01,07:48,0.33,0.33,0.33,0.33,1,1
"DE000C1AV382","FDXM","DAX","DE0008469008","EUR",MLEG,,,,"FDXM.S.MAR18.JUN18",,72264040230944786,2018-02-01,07:48,-21,-21,-21,-21,1,1
"DE000C0NSEN6","FESX","SX5E","EU0009658145","EUR",FUT,20180316,,,,,2258377,2018-02-01,07:49,3622,3623,3622,3623,625,24
"DE000C01YS80","CONF",,,"CHF",FUT,20180308,,,,,2468255,2018-02-01,07:49,157.64,157.64,157.64,157.64,2,1
"DE000C01YSB9","FBTP",,,"EUR",FUT,20180308,,,,,2468258,2018-02-01,07:49,135.93,135.93,135.9,135.9,299,24
"DE000C01YSD5","FGBL",,,"EUR",FUT,20180308,,,,,2468260,2018-02-01,07:49,158.51,158.52,158.47,158.49,1244,88
"DE000C01YSE3","FGBM",,,"EUR",FUT,20180308,,,,,2468261,2018-02-01,07:49,130.37,130.37,130.36,130.36,961,49
"DE000C01YSF0","FGBS",,,"EUR",FUT,20180308,,,,,2468262,2018-02-01,07:49,111.805,111.805,111.805,111.805,125,1
"DE000C01YSG8","FGBX",,,"EUR",FUT,20180308,,,,,2468263,2018-02-01,07:49,161.08,161.16,161,161.04,320,47
"DE000C01YSJ2","FOAT",,,"EUR",FUT,20180308,,,,,2468265,2018-02-01,07:49,152.74,152.74,152.71,152.72,94,22
"DE000C02MHQ3","FDAX","DAX","DE0008469008","EUR",FUT,20180316,,,,,2479916,2018-02-01,07:49,13252,13254.5,13252,13253.5,66,40
"DE000C02MHS9","FDXM","DAX","DE0008469008","EUR",FUT,20180316,,,,,2479918,2018-02-01,07:49,13252,13253,13252,13253,4,4
"DE000C02MHV3","FESB","SX7E","EU0009658426","EUR",FUT,20180316,,,,,2479921,2018-02-01,07:49,142.3,142.3,142.3,142.3,83,2
"DE000C02MJV9","FSMI","SMI","CH0009980894","CHF",FUT,20180316,,,,,2479954,2018-02-01,07:49,9285,9285,9285,9285,1,1
"DE000C08RE05","OGBL","FGBL","DE0009652644","EUR",OPT,20180223,159,Call,,1,2629960,2018-02-01,07:49,0.49,0.49,0.49,0.49,25,1
"DE000C08RE13","OGBL","FGBL","DE0009652644","EUR",OPT,20180223,159,Put,,1,2629961,2018-02-01,07:49,1,1,1,1,1,1
"DE000C09PZ27","FGBM",,,"EUR",MLEG,,,,"FGBM.S.MAR18.JUN18",,72060553270394916,2018-02-01,07:49,0.76,0.76,0.76,0.76,5,1
"DE000C0NSEN6","FESX","SX5E","EU0009658145","EUR",FUT,20180316,,,,,2258377,2018-02-01,07:50,3623,3624,3622,3623,390,15
"DE000C01YS98","FBON",,,"EUR",FUT,20180308,,,,,2468256,2018-02-01,07:50,145.36,145.36,145.36,145.36,2,1
"DE000C01YSB9","FBTP",,,"EUR",FUT,20180308,,,,,2468258,2018-02-01,07:50,135.9,135.94,135.9,135.92,40,14
"DE000C01YSD5","FGBL",,,"EUR",FUT,20180308,,,,,2468260,2018-02-01,07:50,158.48,158.51,158.48,158.5,1280,157
"DE000C01YSE3","FGBM",,,"EUR",FUT,20180308,,,,,2468261,2018-02-01,07:50,130.36,130.37,130.36,130.37,563,29
"DE000C01YSF0","FGBS",,,"EUR",FUT,20180308,,,,,2468262,2018-02-01,07:50,111.8,111.805,111.8,111.805,8,4
"DE000C01YSG8","FGBX",,,"EUR",FUT,20180308,,,,,2468263,2018-02-01,07:50,161.06,161.1,161.02,161.08,62,23
"DE000C01YSJ2","FOAT",,,"EUR",FUT,20180308,,,,,2468265,2018-02-01,07:50,152.73,152.73,152.7,152.72,252,45
"DE000C02MHL4","F2MX","MDAX","DE0008467416","EUR",FUT,20180316,,,,,2479912,2018-02-01,07:50,26872,26872,26872,26872,1,1
"DE000C02MHQ3","FDAX","DAX","DE0008469008","EUR",FUT,20180316,,,,,2479916,2018-02-01,07:50,13254,13255.5,13254,13254.5,50,41
"DE000C02MHS9","FDXM","DAX","DE0008469008","EUR",FUT,20180316,,,,,2479918,2018-02-01,07:50,13255,13256,13255,13255,6,5
"DE000C02MHV3","FESB","SX7E","EU0009658426","EUR",FUT,20180316,,,,,2479921,2018-02-01,07:50,142.2,142.2,142.2,142.2,3,1
"DE000C02MJV9","FSMI","SMI","CH0009980894","CHF",FUT,20180316,,,,,2479954,2018-02-01,07:50,9285,9286,9285,9286,3,2
"DE000C0NSEN6","FESX","SX5E","EU0009658145","EUR",FUT,20180316,,,,,2258377,2018-02-01,07:51,3624,3624,3622,3622,1059,16
"DE000C01YSB9","FBTP",,,"EUR",FUT,20180308,,,,,2468258,2018-02-01,07:51,135.93,135.93,135.9,135.9,101,8
"DE000C01YSD5","FGBL",,,"EUR",FUT,20180308,,,,,2468260,2018-02-01,07:51,158.5,158.52,158.49,158.5,896,76
"DE000C01YSE3","FGBM",,,"EUR",FUT,20180308,,,,,2468261,2018-02-01,07:51,130.37,130.37,130.37,130.37,112,8
"DE000C01YSF0","FGBS",,,"EUR",FUT,20180308,,,,,2468262,2018-02-01,07:51,111.805,111.805,111.8,111.8,251,2
"DE000C01YSG8","FGBX",,,"EUR",FUT,20180308,,,,,2468263,2018-02-01,07:51,161.1,161.1,161.06,161.06,32,12
"DE000C01YSJ2","FOAT",,,"EUR",FUT,20180308,,,,,2468265,2018-02-01,07:51,152.72,152.72,152.71,152.71,96,17
"DE000C02MHL4","F2MX","MDAX","DE0008467416","EUR",FUT,20180316,,,,,2479912,2018-02-01,07:51,26871,26871,26871,26871,1,1
"DE000C02MHQ3","FDAX","DAX","DE0008469008","EUR",FUT,20180316,,,,,2479916,2018-02-01,07:51,13255,13255.5,13252.5,13252.5,99,57
"DE000C02MHS9","FDXM","DAX","DE0008469008","EUR",FUT,20180316,,,,,2479918,2018-02-01,07:51,13255,13256,13252,13252,18,10
"DE000C02MJV9","FSMI","SMI","CH0009980894","CHF",FUT,20180316,,,,,2479954,2018-02-01,07:51,9286,9286,9283,9283,12,6
"DE000C02MKS3","FXXP","SXXP","EU0009658202","EUR",FUT,20180316,,,,,2479984,2018-02-01,07:51,395.6,395.6,395.6,395.6,1,1
"DE000C0NSEN6","FESX","SX5E","EU0009658145","EUR",FUT,20180316,,,,,2258377,2018-02-01,07:52,3623,3623,3623,3623,536,8
"DE000C01YS98","FBON",,,"EUR",FUT,20180308,,,,,2468256,2018-02-01,07:52,145.35,145.35,145.32,145.32,5,3
"DE000C01YSB9","FBTP",,,"EUR",FUT,20180308,,,,,2468258,2018-02-01,07:52,135.89,135.89,135.86,135.88,190,29
"DE000C01YSC7","FBTS",,,"EUR",FUT,20180308,,,,,2468259,2018-02-01,07:52,113.24,113.24,113.24,113.24,110,1
"DE000C01YSD5","FGBL",,,"EUR",FUT,20180308,,,,,2468260,2018-02-01,07:52,158.5,158.5,158.44,158.48,2055,164
"DE000C01YSE3","FGBM",,,"EUR",FUT,20180308,,,,,2468261,2018-02-01,07:52,130.37,130.37,130.34,130.36,4140,95
"DE000C01YSF0","FGBS",,,"EUR",FUT,20180308,,,,,2468262,2018-02-01,07:52,111.8,111.8,111.795,111.8,2884,48
"DE000C01YSG8","FGBX",,,"EUR",FUT,20180308,,,,,2468263,2018-02-01,07:52,161.04,161.04,160.9,161,118,48
"DE000C01YSJ2","FOAT",,,"EUR",FUT,20180308,,,,,2468265,2018-02-01,07:52,152.71,152.71,152.64,152.68,236,38
"DE000C02MHQ3","FDAX","DAX","DE0008469008","EUR",FUT,20180316,,,,,2479916,2018-02-01,07:52,13253,13254.5,13252.5,13253.5,69,35
"DE000C02MHS9","FDXM","DAX","DE0008469008","EUR",FUT,20180316,,,,,2479918,2018-02-01,07:52,13254,13254,13253,13253,6,6
"DE000C02MHV3","FESB","SX7E","EU0009658426","EUR",FUT,20180316,,,,,2479921,2018-02-01,07:52,142.2,142.2,142.1,142.1,199,2
"DE000C02MJV9","FSMI","SMI","CH0009980894","CHF",FUT,20180316,,,,,2479954,2018-02-01,07:52,9282,9284,9282,9284,2,2
"DE000C08RDW6","OGBL","FGBL","DE0009652644","EUR",OPT,20180223,158,Call,,1,2629956,2018-02-01,07:52,1.02,1.02,1.02,1.02,39,1
"DE000C08RE05","OGBL","FGBL","DE0009652644","EUR",OPT,20180223,159,Call,,1,2629960,2018-02-01,07:52,0.47,0.47,0.47,0.47,1,1
"DE000C08RE13","OGBL","FGBL","DE0009652644","EUR",OPT,20180223,159,Put,,1,2629961,2018-02-01,07:52,1,1,1,1,1,1
"DE000C08RF61","OGBM","FGBM","DE0009652651","EUR",OPT,20180223,130.5,Call,,1,2630000,2018-02-01,07:52,0.195,0.195,0.195,0.195,200,4
"DE000C1A2114","OGBL","FGBL","DE0009652644","EUR",OPT,20180223,157,Put,,1,2658547,2018-02-01,07:52,0.26,0.26,0.26,0.26,10,1
"DE000C1C4S64","OGBL","FGBL","DE0009652644","EUR",OPT,20180223,156,Put,,1,2707136,2018-02-01,07:52,0.12,0.12,0.12,0.12,650,1
"DE000C1LCVA3","OGBL","FGBL","DE0009652644","EUR",OPT,20180323,159,Call,,1,2886896,2018-02-01,07:52,0.17,0.17,0.17,0.17,5,1
"DE000C09PZJ8","FGBS",,,"EUR",MLEG,,,,"FGBS.S.MAR18.JUN18",,72060557565362212,2018-02-01,07:52,0.2,0.2,0.2,0.2,5,1
"DE000C09PZA7","FGBX",,,"EUR",MLEG,,,,"FGBX.S.MAR18.JUN18",,72060561860329508,2018-02-01,07:52,1.5,1.5,1.5,1.5,3,1
"DE000C0NSEN6","FESX","SX5E","EU0009658145","EUR",FUT,20180316,,,,,2258377,2018-02-01,07:53,3622,3623,3622,3622,184,7
"DE000C01YSB9","FBTP",,,"EUR",FUT,20180308,,,,,2468258,2018-02-01,07:53,135.89,135.89,135.88,135.88,29,5
"DE000C01YSC7","FBTS",,,"EUR",FUT,20180308,,,,,2468259,2018-02-01,07:53,113.24,113.24,113.24,113.24,55,1
"DE000C01YSD5","FGBL",,,"EUR",FUT,20180308,,,,,2468260,2018-02-01,07:53,158.48,158.49,158.47,158.48,949,96
"DE000C01YSE3","FGBM",,,"EUR",FUT,20180308,,,,,2468261,2018-02-01,07:53,130.36,130.37,130.36,130.37,430,3
"DE000C01YSF0","FGBS",,,"EUR",FUT,20180308,,,,,2468262,2018-02-01,07:53,111.8,111.8,111.8,111.8,350,2
"DE000C01YSG8","FGBX",,,"EUR",FUT,20180308,,,,,2468263,2018-02-01,07:53,161,161,160.96,160.98,42,15
"DE000C01YSJ2","FOAT",,,"EUR",FUT,20180308,,,,,2468265,2018-02-01,07:53,152.69,152.69,152.67,152.68,129,45
"DE000C02MHQ3","FDAX","DAX","DE0008469008","EUR",FUT,20180316,,,,,2479916,2018-02-01,07:53,13253,13253,13252,13252.5,24,17
"DE000C02MHS9","FDXM","DAX","DE0008469008","EUR",FUT,20180316,,,,,2479918,2018-02-01,07:53,13252,13252,13252,13252,1,1
"DE000C02MJV9","FSMI","SMI","CH0009980894","CHF",FUT,20180316,,,,,2479954,2018-02-01,07:53,9282,9282,9281,9281,4,2
"DE000C03JBH9","FVS","V2TX","DE000A0C3QF1","EUR",FUT,20180214,,,,,2509649,2018-02-01,07:53,15.25,15.25,15.25,15.25,3,1
"DE000C08RDZ9","OGBL","FGBL","DE0009652644","EUR",OPT,20180223,158.5,Put,,1,2629959,2018-02-01,07:53,0.74,0.74,0.74,0.74,1,1
"DE000C0NSEN6","FESX","SX5E","EU0009658145","EUR",FUT,20180316,,,,,2258377,2018-02-01,07:54,3622,3622,3621,3621,390,10
"DE000C01YSB9","FBTP",,,"EUR",FUT,20180308,,,,,2468258,2018-02-01,07:54,135.89,135.91,135.88,135.88,49,14
"DE000C01YSD5","FGBL",,,"EUR",FUT,20180308,,,,,2468260,2018-02-01,07:54,158.49,158.5,158.48,158.49,891,71
"DE000C01YSE3","FGBM",,,"EUR",FUT,20180308,,,,,2468261,2018-02-01,07:54,130.37,130.38,130.37,130.38,346,18
"DE000C01YSF0","FGBS",,,"EUR",FUT,20180308,,,,,2468262,2018-02-01,07:54,111.8,111.8,111.8,111.8,1000,4
"DE000C01YSG8","FGBX",,,"EUR",FUT,20180308,,,,,2468263,2018-02-01,07:54,161,161.04,161,161.04,58,12
"DE000C01YSJ2","FOAT",,,"EUR",FUT,20180308,,,,,2468265,2018-02-01,07:54,152.69,152.69,152.68,152.69,180,18
"DE000C02MHQ3","FDAX","DAX","DE0008469008","EUR",FUT,20180316,,,,,2479916,2018-02-01,07:54,13251.5,13252.5,13250,13250.5,65,40
"DE000C02MHS9","FDXM","DAX","DE0008469008","EUR",FUT,20180316,,,,,2479918,2018-02-01,07:54,13252,13252,13249,13251,15,11
"DE000C02MJV9","FSMI","SMI","CH0009980894","CHF",FUT,20180316,,,,,2479954,2018-02-01,07:54,9281,9281,9280,9280,5,3
"DE000C02MKJ2","FTDX","TDXP","DE0007203275","EUR",FUT,20180316,,,,,2479976,2018-02-01,07:54,2655,2655,2655,2655,3,1
"DE000C08RDW6","OGBL","FGBL","DE0009652644","EUR",OPT,20180223,158,Call,,1,2629956,2018-02-01,07:54,1.02,1.02,1.02,1.02,61,1
"DE000C08RDY2","OGBL","FGBL","DE0009652644","EUR",OPT,20180223,158.5,Call,,1,2629958,2018-02-01,07:54,0.73,0.73,0.73,0.73,3,1
"DE000C08RE05","OGBL","FGBL","DE0009652644","EUR",OPT,20180223,159,Call,,1,2629960,2018-02-01,07:54,0.49,0.49,0.49,0.49,9,1
"DE000C08RE47","OGBL","FGBL","DE0009652644","EUR",OPT,20180223,160,Call,,1,2629964,2018-02-01,07:54,0.19,0.19,0.19,0.19,20,1
"DE000C1AA8E3","OGBL","FGBL","DE0009652644","EUR",OPT,20180223,157.5,Put,,1,2655456,2018-02-01,07:54,0.37,0.37,0.37,0.37,51,2
"DE000C0NSEN6","FESX","SX5E","EU0009658145","EUR",FUT,20180316,,,,,2258377,2018-02-01,07:55,3621,3622,3621,3621,322,41
"DE000C01YSB9","FBTP",,,"EUR",FUT,20180308,,,,,2468258,2018-02-01,07:55,135.88,135.9,135.87,135.89,221,32
"DE000C01YSD5","FGBL",,,"EUR",FUT,20180308,,,,,2468260,2018-02-01,07:55,158.49,158.5,158.45,158.45,1552,119
"DE000C01YSE3","FGBM",,,"EUR",FUT,20180308,,,,,2468261,2018-02-01,07:55,130.38,130.38,130.35,130.35,778,14
"DE000C01YSF0","FGBS",,,"EUR",FUT,20180308,,,,,2468262,2018-02-01,07:55,111.8,111.8,111.8,111.8,620,7
"DE000C01YSG8","FGBX",,,"EUR",FUT,20180308,,,,,2468263,2018-02-01,07:55,161.02,161.04,161,161,236,51
"DE000C01YSJ2","FOAT",,,"EUR",FUT,20180308,,,,,2468265,2018-02-01,07:55,152.69,152.7,152.66,152.66,163,24
"DE000C02MHQ3","FDAX","DAX","DE0008469008","EUR",FUT,20180316,,,,,2479916,2018-02-01,07:55,13251,13251.5,13249.5,13249.5,52,41
"DE000C02MHS9","FDXM","DAX","DE0008469008","EUR",FUT,20180316,,,,,2479918,2018-02-01,07:55,13251,13252,13250,13250,10,6
"DE000C03JBH9","FVS","V2TX","DE000A0C3QF1","EUR",FUT,20180214,,,,,2509649,2018-02-01,07:55,15.3,15.3,15.3,15.3,1,1
"DE000C08RDW6","OGBL","FGBL","DE0009652644","EUR",OPT,20180223,158,Call,,1,2629956,2018-02-01,07:55,1.01,1.01,1.01,1.01,50,4
"DE000C08RDX4","OGBL","FGBL","DE0009652644","EUR",OPT,20180223,158,Put,,1,2629957,2018-02-01,07:55,0.53,0.53,0.53,0.53,4,1
"DE000C08RDY2","OGBL","FGBL","DE0009652644","EUR",OPT,20180223,158.5,Call,,1,2629958,2018-02-01,07:55,0.72,0.72,0.71,0.71,29,2
"DE000C08RDZ9","OGBL","FGBL","DE0009652644","EUR",OPT,20180223,158.5,Put,,1,2629959,2018-02-01,07:55,0.74,0.74,0.74,0.74,9,1
"DE000C08RE05","OGBL","FGBL","DE0009652644","EUR",OPT,20180223,159,Call,,1,2629960,2018-02-01,07:55,0.48,0.48,0.48,0.48,20,1
"DE000C08RE47","OGBL","FGBL","DE0009652644","EUR",OPT,20180223,160,Call,,1,2629964,2018-02-01,07:55,0.19,0.19,0.18,0.18,8,7
"DE000C08REC6","OGBL","FGBL","DE0009652644","EUR",OPT,20180223,162,Call,,1,2629972,2018-02-01,07:55,0.03,0.03,0.03,0.03,1,1
"DE000C09L5G1","FGBL",,,"EUR",FUT,20180607,,,,,2646191,2018-02-01,07:55,155.82,155.82,155.8,155.8,3,3
"DE000C09L5H9","FGBM",,,"EUR",FUT,20180607,,,,,2646192,2018-02-01,07:55,129.62,129.62,129.6,129.6,5,2
"DE000C1LCUL2","OGBL","FGBL","DE0009652644","EUR",OPT,20180323,154.5,Put,,1,2886879,2018-02-01,07:55,0.61,0.61,0.61,0.61,15,7
"DE000C09PZ43","FGBL",,,"EUR",MLEG,,,,"FGBL.S.MAR18.JUN18",,72060548975427620,2018-02-01,07:55,2.66,2.66,2.66,2.66,3,3
"DE000C09PZ27","FGBM",,,"EUR",MLEG,,,,"FGBM.S.MAR18.JUN18",,72060553270394916,2018-02-01,07:55,0.76,0.76,0.76,0.76,5,2
"DE000C0NSEN6","FESX","SX5E","EU0009658145","EUR",FUT,20180316,,,,,2258377,2018-02-01,07:56,3622,3622,3621,3622,462,15
"DE000C01YSB9","FBTP",,,"EUR",FUT,20180308,,,,,2468258,2018-02-01,07:56,135.89,135.9,135.86,135.86,166,28
"DE000C01YSC7","FBTS",,,"EUR",FUT,20180308,,,,,2468259,2018-02-01,07:56,113.24,113.24,113.24,113.24,328,1
"DE000C01YSD5","FGBL",,,"EUR",FUT,20180308,,,,,2468260,2018-02-01,07:56,158.45,158.47,158.44,158.44,1189,97
"DE000C01YSE3","FGBM",,,"EUR",FUT,20180308,,,,,2468261,2018-02-01,07:56,130.36,130.36,130.35,130.35,893,38
"DE000C01YSF0","FGBS",,,"EUR",FUT,20180308,,,,,2468262,2018-02-01,07:56,111.8,111.8,111.795,111.8,1167,14
"DE000C01YSG8","FGBX",,,"EUR",FUT,20180308,,,,,2468263,2018-02-01,07:56,161.02,161.04,160.96,160.96,315,73
"DE000C01YSJ2","FOAT",,,"EUR",FUT,20180308,,,,,2468265,2018-02-01,07:56,152.66,152.67,152.64,152.65,132,31
"DE000C02MHQ3","FDAX","DAX","DE0008469008","EUR",FUT,20180316,,,,,2479916,2018-02-01,07:56,13249,13250.5,13249,13250,39,27
"DE000C02MHS9","FDXM","DAX","DE0008469008","EUR",FUT,20180316,,,,,2479918,2018-02-01,07:56,13249,13249,13249,13249,4,3
"DE000C02MHV3","FESB","SX7E","EU0009658426","EUR",FUT,20180316,,,,,2479921,2018-02-01,07:56,142.1,142.1,142.1,142.1,113,12
"DE000C02MJV9","FSMI","SMI","CH0009980894","CHF",FUT,20180316,,,,,2479954,2018-02-01,07:56,9281,9281,9280,9280,6,2
"DE000C02MKJ2","FTDX","TDXP","DE0007203275","EUR",FUT,20180316,,,,,2479976,2018-02-01,07:56,2653,2653,2653,2653,4,1
"DE000C08RE47","OGBL","FGBL","DE0009652644","EUR",OPT,20180223,160,Call,,1,2629964,2018-02-01,07:56,0.18,0.18,0.18,0.18,2,2
"DE000C1LCU99","OGBL","FGBL","DE0009652644","EUR",OPT,20180323,153,Put,,1,2886873,2018-02-01,07:56,0.28,0.28,0.28,0.28,1,1
"DE000C1LCV64","OGBL","FGBL","DE0009652644","EUR",OPT,20180323,158,Call,,1,2886892,2018-02-01,07:56,0.32,0.32,0.32,0.32,1,1
"DE000C0NSEN6","FESX","SX5E","EU0009658145","EUR",FUT,20180316,,,,,2258377,2018-02-01,07:57,3622,3622,3621,3621,100,12
"DE000C01YSB9","FBTP",,,"EUR",FUT,20180308,,,,,2468258,2018-02-01,07:57,135.87,135.88,135.84,135.84,371,31
"DE000C01YSD5","FGBL",,,"EUR",FUT,20180308,,,,,2468260,2018-02-01,07:57,158.45,158.47,158.44,158.44,1988,104
"DE000C01YSE3","FGBM",,,"EUR",FUT,20180308,,,,,2468261,2018-02-01,07:57,130.35,130.36,130.35,130.35,473,32
"DE000C01YSF0","FGBS",,,"EUR",FUT,20180308,,,,,2468262,2018-02-01,07:57,111.8,111.8,111.795,111.795,2149,6
"DE000C01YSG8","FGBX",,,"EUR",FUT,20180308,,,,,2468263,2018-02-01,07:57,160.98,161.02,160.96,160.98,124,22
"DE000C01YSJ2","FOAT",,,"EUR",FUT,20180308,,,,,2468265,2018-02-01,07:57,152.65,152.68,152.64,152.65,457,62
"DE000C02MHL4","F2MX","MDAX","DE0008467416","EUR",FUT,20180316,,,,,2479912,2018-02-01,07:57,26869,26869,26869,26869,2,1
"DE000C02MHQ3","FDAX","DAX","DE0008469008","EUR",FUT,20180316,,,,,2479916,2018-02-01,07:57,13249.5,13251,13249.5,13250,16,8
"DE000C02MHS9","FDXM","DAX","DE0008469008","EUR",FUT,20180316,,,,,2479918,2018-02-01,07:57,13251,13251,13250,13251,4,3
"DE000C02MJV9","FSMI","SMI","CH0009980894","CHF",FUT,20180316,,,,,2479954,2018-02-01,07:57,9281,9281,9281,9281,1,1
"DE000C02MJZ0","FSTB","SX7P","EU0009658806","EUR",FUT,20180316,,,,,2479957,2018-02-01,07:57,194,194,194,194,20,3
"DE000C08RDX4","OGBL","FGBL","DE0009652644","EUR",OPT,20180223,158,Put,,1,2629957,2018-02-01,07:57,0.54,0.54,0.54,0.54,56,5
"DE000C08RE47","OGBL","FGBL","DE0009652644","EUR",OPT,20180223,160,Call,,1,2629964,2018-02-01,07:57,0.18,0.18,0.18,0.18,4,4
"DE000C08RF87","OGBM","FGBM","DE0009652651","EUR",OPT,20180223,130.75,Call,,1,2630002,2018-02-01,07:57,0.1,0.1,0.1,0.1,95,1
"DE000C1AA8E3","OGBL","FGBL","DE0009652644","EUR",OPT,20180223,157.5,Put,,1,2655456,2018-02-01,07:57,0.38,0.38,0.38,0.38,5,2
"DE000C1H6050","OGBL","FGBL","DE0009652644","EUR",OPT,20180525,156,Call,,1,2817647,2018-02-01,07:57,1.45,1.45,1.45,1.45,3,1
"DE000C1H6092","OGBL","FGBL","DE0009652644","EUR",OPT,20180525,157,Call,,1,2817651,2018-02-01,07:57,1.02,1.02,1.02,1.02,3,1
"DE000C102T08","OGB1","FGBL","DE0009652644","EUR",OPT,20180202,158.5,Put,,1,2911359,2018-02-01,07:57,0.25,0.25,0.25,0.25,2,1
"DE000C0NSEN6","FESX","SX5E","EU0009658145","EUR",FUT,20180316,,,,,2258377,2018-02-01,07:58,3622,3622,3621,3621,239,6
"DE000C01YS80","CONF",,,"CHF",FUT,20180308,,,,,2468255,2018-02-01,07:58,157.59,157.59,157.59,157.59,1,1
"DE000C01YS98","FBON",,,"EUR",FUT,20180308,,,,,2468256,2018-02-01,07:58,145.3,145.3,145.3,145.3,5,1
"DE000C01YSB9","FBTP",,,"EUR",FUT,20180308,,,,,2468258,2018-02-01,07:58,135.84,135.85,135.83,135.83,792,127
"DE000C01YSD5","FGBL",,,"EUR",FUT,20180308,,,,,2468260,2018-02-01,07:58,158.44,158.45,158.36,158.38,5181,317
"DE000C01YSE3","FGBM",,,"EUR",FUT,20180308,,,,,2468261,2018-02-01,07:58,130.35,130.35,130.32,130.32,2874,68
"DE000C01YSF0","FGBS",,,"EUR",FUT,20180308,,,,,2468262,2018-02-01,07:58,111.795,111.795,111.79,111.79,3184,20
"DE000C01YSG8","FGBX",,,"EUR",FUT,20180308,,,,,2468263,2018-02-01,07:58,160.98,161,160.84,160.86,304,101
"DE000C01YSJ2","FOAT",,,"EUR",FUT,20180308,,,,,2468265,2018-02-01,07:58,152.66,152.66,152.6,152.6,679,96
"DE000C02MHQ3","FDAX","DAX","DE0008469008","EUR",FUT,20180316,,,,,2479916,2018-02-01,07:58,13250,13251,13246.5,13247,71,49
"DE000C02MHS9","FDXM","DAX","DE0008469008","EUR",FUT,20180316,,,,,2479918,2018-02-01,07:58,13251,13251,13247,13248,15,13
"DE000C02MHV3","FESB","SX7E","EU0009658426","EUR",FUT,20180316,,,,,2479921,2018-02-01,07:58,142.2,142.2,142.2,142.2,12,1
"DE000C02MJV9","FSMI","SMI","CH0009980894","CHF",FUT,20180316,,,,,2479954,2018-02-01,07:58,9281,9282,9281,9282,18,3
"DE000C05DXP4","FVS","V2TX","DE000A0C3QF1","EUR",FUT,20180321,,,,,2549108,2018-02-01,07:58,14.6,14.6,14.6,14.6,10,1
"DE000C07N2W5","FVS","V2TX","DE000A0C3QF1","EUR",FUT,20180418,,,,,2601172,2018-02-01,07:58,15.6,15.6,15.6,15.6,9,1
"DE000C08RDX4","OGBL","FGBL","DE0009652644","EUR",OPT,20180223,158,Put,,1,2629957,2018-02-01,07:58,0.58,0.58,0.58,0.58,2,1
"DE000C08RDZ9","OGBL","FGBL","DE0009652644","EUR",OPT,20180223,158.5,Put,,1,2629959,2018-02-01,07:58,0.78,0.8,0.78,0.8,26,2
"DE000C08RE05","OGBL","FGBL","DE0009652644","EUR",OPT,20180223,159,Call,,1,2629960,2018-02-01,07:58,0.47,0.47,0.47,0.47,1,1
"DE000C08RE62","OGBL","FGBL","DE0009652644","EUR",OPT,20180223,160.5,Call,,1,2629966,2018-02-01,07:58,0.1,0.1,0.1,0.1,1,1
"DE000C09L5G1","FGBL",,,"EUR",FUT,20180607,,,,,2646191,2018-02-01,07:58,155.77,155.77,155.72,155.72,3,3
"DE000C1AA8E3","OGBL","FGBL","DE0009652644","EUR",OPT,20180223,157.5,Put,,1,2655456,2018-02-01,07:58,0.42,0.42,0.42,0.42,20,1
"DE000C1LCU99","OGBL","FGBL","DE0009652644","EUR",OPT,20180323,153,Put,,1,2886873,2018-02-01,07:58,0.28,0.29,0.28,0.29,12,7
