ISIN,MarketSegment,UnderlyingSymbol,UnderlyingISIN,Currency,SecurityType,MaturityDate,StrikePrice,PutOrCall,MLEG,ContractGenerationNumber,SecurityID,Date,Time,StartPrice,MaxPrice,MinPrice,EndPrice,NumberOfContracts,NumberOfTrades
"DE000C1LCUQ1","OGBL","FGBL","DE0009652644","EUR",OPT,20180323,155,Put,,1,2886881,2018-02-01,07:58,0.8,0.8,0.8,0.8,10,1
"DE000C09PZ43","FGBL",,,"EUR",MLEG,,,,"FGBL.S.MAR18.JUN18",,72060548975427620,2018-02-01,07:58,2.66,2.66,2.66,2.66,3,3
"DE000C0NSEN6","FESX","SX5E","EU0009658145","EUR",FUT,20180316,,,,,2258377,2018-02-01,07:59,3621,3622,3621,3622,1942,70
"DE000C01YSB9","FBTP",,,"EUR",FUT,20180308,,,,,2468258,2018-02-01,07:59,135.84,135.85,135.83,135.84,143,26
"DE000C01YSD5","FGBL",,,"EUR",FUT,20180308,,,,,2468260,2018-02-01,07:59,158.38,158.4,158.37,158.4,2975,272
"DE000C01YSE3","FGBM",,,"EUR",FUT,20180308,,,,,2468261,2018-02-01,07:59,130.33,130.33,130.32,130.33,2837,45
"DE000C01YSF0","FGBS",,,"EUR",FUT,20180308,,,,,2468262,2018-02-01,07:59,111.79,111.795,111.79,111.795,1930,15
"DE000C01YSG8","FGBX",,,"EUR",FUT,20180308,,,,,2468263,2018-02-01,07:59,160.86,160.94,160.86,160.92,80,31
"DE000C01YSJ2","FOAT",,,"EUR",FUT,20180308,,,,,2468265,2018-02-01,07:59,152.61,152.62,152.59,152.61,273,50
"DE000C02MHL4","F2MX","MDAX","DE0008467416","EUR",FUT,20180316,,,,,2479912,2018-02-01,07:59,26866,26919,26866,26919,3,2
"DE000C02MHQ3","FDAX","DAX","DE0008469008","EUR",FUT,20180316,,,,,2479916,2018-02-01,07:59,13247,13249.5,13244,13248.5,120,82
"DE000C02MHS9","FDXM","DAX","DE0008469008","EUR",FUT,20180316,,,,,2479918,2018-02-01,07:59,13247,13249,13245,13249,33,24
"DE000C02MJV9","FSMI","SMI","CH0009980894","CHF",FUT,20180316,,,,,2479954,2018-02-01,07:59,9283,9293,9283,9292,62,26
"DE000C02MKS3","FXXP","SXXP","EU0009658202","EUR",FUT,20180316,,,,,2479984,2018-02-01,07:59,395.5,395.5,395.5,395.5,4,4
"DE000C03JBH9","FVS","V2TX","DE000A0C3QF1","EUR",FUT,20180214,,,,,2509649,2018-02-01,07:59,15.3,15.3,15.3,15.3,3,1
"DE000C08RDX4","OGBL","FGBL","DE0009652644","EUR",OPT,20180223,158,Put,,1,2629957,2018-02-01,07:59,0.58,0.58,0.58,0.58,25,1
"DE000C08RDZ9","OGBL","FGBL","DE0009652644","EUR",OPT,20180223,158.5,Put,,1,2629959,2018-02-01,07:59,0.8,0.8,0.79,0.79,24,3
"DE000C08RE05","OGBL","FGBL","DE0009652644","EUR",OPT,20180223,159,Call,,1,2629960,2018-02-01,07:59,0.45,0.45,0.45,0.45,10,2
"DE000C08RE62","OGBL","FGBL","DE0009652644","EUR",OPT,20180223,160.5,Call,,1,2629966,2018-02-01,07:59,0.1,0.1,0.1,0.1,50,1
"DE000C09L5G1","FGBL",,,"EUR",FUT,20180607,,,,,2646191,2018-02-01,07:59,155.73,155.73,155.73,155.73,1,1
"DE000C1A2114","OGBL","FGBL","DE0009652644","EUR",OPT,20180223,157,Put,,1,2658547,2018-02-01,07:59,0.29,0.29,0.29,0.29,9,1
"DE000C1C4S56","OGBL","FGBL","DE0009652644","EUR",OPT,20180223,156.5,Put,,1,2707135,2018-02-01,07:59,0.19,0.19,0.19,0.19,4,1
"DE000C1D06U5","OGBL","FGBL","DE0009652644","EUR",OPT,20180223,155,Put,,1,2722438,2018-02-01,07:59,0.06,0.06,0.06,0.06,75,6
"DE000C09PZ43","FGBL",,,"EUR",MLEG,,,,"FGBL.S.MAR18.JUN18",,72060548975427620,2018-02-01,07:59,2.66,2.66,2.66,2.66,1,1
